OrderID,CustomerID,OrderDate,ProductID,Quantity,Discount,PaymentMethod,Status,Age,City,SignupDate,CustomerSegment,ProductName,Category,UnitPrice,Sales,OrderValue,flag_negative_value,flag_zero_quantity,OrderMonth,AgeGroup
511680,101483,2026-06-12,2018,1.0,15.0,Cash,Completed,31.0,Ahvaz,2025-09-08,New,Microphone,Electronics,85.0,72.0,72.0,False,False,2026-06,25-34
511681,102477,2025-05-29,2005,2.0,0.0,Gateway,Completed,43.0,Isfahan,2023-06-06,Regular,Laptop Stand,Accessories,28.0,56.0,56.0,False,False,2025-05,35-44
511682,103462,2026-05-11,2005,1.0,10.0,Gateway,Completed,63.0,Tabriz,2023-04-24,VIP,Laptop Stand,Accessories,28.0,25.0,25.0,False,False,2026-05,55+
511683,109096,2024-03-26,2002,2.0,15.0,Cash,Completed,30.0,Mashhad,2024-07-17,New,Mechanical Keyboard,Electronics,62.0,105.0,105.0,False,False,2024-03,25-34
511684,104438,2024-02-06,2011,1.0,10.0,Cash,Completed,63.0,Karaj,2023-04-01,New,Desk Lamp,Home Office,32.0,29.0,29.0,False,False,2024-02,55+
511685,109001,2024-11-03,2009,3.0,5.0,CardToCard,Completed,39.0,Shiraz,2024-12-10,Regular,Smart Watch,Wearables,120.0,342.0,342.0,False,False,2024-11,35-44
511686,102481,2025-12-27,2017,5.0,0.0,Wallet,Completed,49.0,Isfahan,2023-04-15,Regular,HDMI Cable,Accessories,11.0,55.0,55.0,False,False,2025-12,45-54
511687,103104,2024-02-13,2008,2.0,10.0,Wallet,Completed,39.0,Karaj,2024-11-12,Regular,Phone Case,Accessories,14.0,25.0,25.0,False,False,2024-02,35-44
511688,101984,2024-08-06,2011,3.0,0.0,CardToCard,Completed,54.0,Karaj,2025-11-25,Regular,Desk Lamp,Home Office,32.0,96.0,96.0,False,False,2024-08,45-54
511689,103613,2026-06-12,2013,1.0,0.0,Wallet,Completed,47.0,Tabriz,2023-11-21,Regular,Notebook,Stationery,7.0,7.0,7.0,False,False,2026-06,45-54
511690,108217,2025-07-07,2013,1.0,0.0,Gateway,Completed,46.0,Rasht,2024-04-21,Regular,Notebook,Stationery,7.0,7.0,7.0,False,False,2025-07,45-54
511691,103211,2024-12-05,2020,4.0,0.0,Wallet,Completed,64.0,Isfahan,2023-02-14,Regular,Gaming Controller,Gaming,68.0,272.0,272.0,False,False,2024-12,55+
511692,108676,2024-03-08,2003,1.0,5.0,Wallet,Completed,19.0,Kerman,2025-10-25,VIP,USB-C Cable,Accessories,9.0,9.0,9.0,False,False,2024-03,<25
511693,102240,2025-10-14,2005,2.0,5.0,Gateway,Completed,60.0,Ahvaz,2025-05-28,New,Laptop Stand,Accessories,28.0,53.0,53.0,False,False,2025-10,55+
511694,100305,2026-03-28,2013,1.0,0.0,Gateway,Completed,44.0,Tehran,2023-06-19,Regular,Notebook,Stationery,7.0,7.0,7.0,False,False,2026-03,35-44
511695,105636,2025-10-02,2010,3.0,0.0,CardToCard,Completed,46.0,Tehran,2023-09-16,Regular,Fitness Band,Wearables,55.0,165.0,165.0,False,False,2025-10,45-54
511696,109213,2024-04-10,2007,1.0,0.0,Gateway,Completed,63.0,Tehran,2024-12-18,New,Headphones,Electronics,75.0,75.0,75.0,False,False,2024-04,55+
511697,102571,2025-04-04,2003,2.0,10.0,Wallet,Completed,56.0,Tabriz,2025-03-07,Regular,USB-C Cable,Accessories,9.0,16.0,16.0,False,False,2025-04,55+
511698,107899,2024-12-14,2006,1.0,0.0,Wallet,Completed,59.0,Qom,2024-03-19,Regular,Webcam,Electronics,48.0,48.0,48.0,False,False,2024-12,55+
511699,109391,2026-03-01,2018,2.0,30.0,CardToCard,Completed,36.0,Karaj,2024-03-12,Regular,Microphone,Electronics,85.0,119.0,119.0,False,False,2026-03,35-44
511700,102887,2025-10-20,2010,1.0,0.0,CardToCard,Completed,62.0,Mashhad,2024-02-19,New,Fitness Band,Wearables,55.0,55.0,55.0,False,False,2025-10,55+
511701,101162,2025-11-23,2014,1.0,15.0,CardToCard,Completed,41.0,Shiraz,2023-03-25,Regular,Backpack,Accessories,42.0,36.0,36.0,False,False,2025-11,35-44
511702,106387,2024-12-23,2005,2.0,10.0,Wallet,Returned,41.0,Tehran,2023-04-16,Regular,Laptop Stand,Accessories,28.0,50.0,50.0,False,False,2024-12,35-44
511703,107250,2024-01-22,2009,1.0,10.0,Gateway,Completed,50.0,Isfahan,2024-03-10,Regular,Smart Watch,Wearables,120.0,108.0,108.0,False,False,2024-01,45-54
511704,104629,2025-10-18,2003,3.0,0.0,Gateway,Completed,54.0,Rasht,2023-01-05,Regular,USB-C Cable,Accessories,9.0,27.0,27.0,False,False,2025-10,45-54
511705,106324,2025-07-01,2011,1.0,0.0,Gateway,Completed,64.0,Ahvaz,2025-03-22,New,Desk Lamp,Home Office,32.0,32.0,32.0,False,False,2025-07,55+
511706,102066,2024-05-02,2003,2.0,5.0,Gateway,Completed,42.0,Qom,2023-05-01,Regular,USB-C Cable,Accessories,9.0,17.0,17.0,False,False,2024-05,35-44
511707,103003,2025-10-15,2016,1.0,0.0,Wallet,Completed,62.0,Tehran,2025-02-16,New,Monitor,Electronics,21.0,21.0,21.0,False,False,2025-10,55+
511708,101103,2024-05-09,2003,1.0,10.0,Gateway,Completed,62.0,Ahvaz,2025-01-06,New,USB-C Cable,Accessories,9.0,8.0,8.0,False,False,2024-05,55+
511709,105118,2025-10-01,2015,1.0,0.0,CardToCard,Completed,40.0,Shiraz,2023-01-03,Regular,Bluetooth Speaker,Electronics,58.0,58.0,58.0,False,False,2025-10,35-44
511710,105908,2025-09-08,2002,1.0,5.0,Cash,Returned,61.0,Tehran,2024-04-23,New,Mechanical Keyboard,Electronics,62.0,59.0,59.0,False,False,2025-09,55+
511711,108454,2024-01-07,2018,4.0,0.0,Gateway,Completed,46.0,Shiraz,2023-02-22,New,Microphone,Electronics,85.0,340.0,340.0,False,False,2024-01,45-54
511712,100340,2025-10-31,2017,1.0,5.0,CardToCard,Completed,63.0,Tehran,2025-01-01,New,HDMI Cable,Accessories,11.0,10.0,10.0,False,False,2025-10,55+
511713,107863,2024-12-18,2013,2.0,5.0,Wallet,Completed,55.0,Tehran,2023-04-01,Regular,Notebook,Stationery,7.0,13.0,13.0,False,False,2024-12,45-54
511714,108024,2025-03-13,2013,2.0,5.0,Gateway,Completed,26.0,Tehran,2025-01-04,New,Notebook,Stationery,7.0,13.0,13.0,False,False,2025-03,25-34
511715,107903,2026-05-17,2007,4.0,10.0,Gateway,Completed,34.0,Qom,2023-07-06,Regular,Headphones,Electronics,75.0,270.0,270.0,False,False,2026-05,25-34
511716,106603,2026-03-21,2020,3.0,15.0,CardToCard,Completed,40.0,Tehran,2024-12-04,VIP,Gaming Controller,Gaming,68.0,173.0,173.0,False,False,2026-03,35-44
511717,107281,2024-11-26,2001,1.0,15.0,Cash,Completed,48.0,Tehran,2024-01-29,New,Wireless Mouse,Electronics,18.0,15.0,15.0,False,False,2024-11,45-54
511718,106499,2025-09-05,2001,1.0,0.0,Gateway,Completed,32.0,Shiraz,2023-03-19,Regular,Wireless Mouse,Electronics,18.0,18.0,18.0,False,False,2025-09,25-34
511719,102054,2025-03-19,2013,3.0,5.0,Wallet,Completed,63.0,Isfahan,2025-05-27,New,Notebook,Stationery,7.0,20.0,20.0,False,False,2025-03,55+
511720,105433,2025-12-11,2011,1.0,0.0,Gateway,Completed,33.0,Mashhad,2025-06-30,New,Desk Lamp,Home Office,32.0,32.0,32.0,False,False,2025-12,25-34
511721,102710,2024-10-03,2004,2.0,0.0,Cash,Completed,59.0,Tabriz,2025-02-18,New,Power Bank,Electronics,35.0,70.0,70.0,False,False,2024-10,55+
511722,106168,2025-02-10,2007,1.0,5.0,Cash,Completed,55.0,Ahvaz,2025-01-22,Regular,Headphones,Electronics,75.0,71.0,71.0,False,False,2025-02,45-54
511723,108184,2024-04-07,2011,1.0,5.0,CardToCard,Completed,54.0,Tehran,2024-08-23,VIP,Desk Lamp,Home Office,32.0,30.0,30.0,False,False,2024-04,45-54
511724,109175,2026-03-29,2008,1.0,10.0,Cash,Completed,38.0,Tehran,2023-06-21,VIP,Phone Case,Accessories,14.0,13.0,13.0,False,False,2026-03,35-44
511725,106782,2026-02-24,2001,3.0,10.0,CardToCard,Completed,24.0,Shiraz,2023-04-18,Regular,Wireless Mouse,Electronics,18.0,49.0,49.0,False,False,2026-02,<25
511726,105581,2024-08-26,2001,1.0,15.0,CardToCard,Completed,43.0,Karaj,2025-06-18,Regular,Wireless Mouse,Electronics,18.0,15.0,15.0,False,False,2024-08,35-44
511727,102001,2025-05-18,2008,1.0,0.0,CardToCard,Completed,60.0,Karaj,2025-02-03,Regular,Phone Case,Accessories,14.0,14.0,14.0,False,False,2025-05,55+
511728,102770,2024-11-23,2008,1.0,15.0,Gateway,Completed,64.0,Karaj,2024-05-18,Regular,Phone Case,Accessories,14.0,12.0,12.0,False,False,2024-11,55+
511729,101634,2024-05-14,2013,5.0,0.0,CardToCard,Completed,60.0,Shiraz,2024-06-10,Regular,Notebook,Stationery,7.0,35.0,35.0,False,False,2024-05,55+
511730,107227,2024-02-09,2020,2.0,0.0,Gateway,Cancelled,18.0,Tehran,2025-02-17,New,Gaming Controller,Gaming,68.0,136.0,136.0,False,False,2024-02,<25
511731,104874,2025-12-12,2002,1.0,0.0,Gateway,Completed,46.0,Tehran,2024-06-26,Regular,Mechanical Keyboard,Electronics,62.0,62.0,62.0,False,False,2025-12,45-54
511732,103357,2024-09-06,2005,1.0,15.0,CardToCard,Completed,41.0,Tabriz,2023-02-17,Regular,Laptop Stand,Accessories,28.0,24.0,24.0,False,False,2024-09,35-44
511733,105600,2025-03-21,2011,1.0,10.0,Cash,Completed,54.0,Rasht,2025-04-14,Regular,Desk Lamp,Home Office,32.0,29.0,29.0,False,False,2025-03,45-54
511734,108653,2026-02-27,2007,1.0,10.0,Gateway,Completed,33.0,Tehran,2023-01-29,New,Headphones,Electronics,75.0,68.0,68.0,False,False,2026-02,25-34
511735,103731,2024-01-18,2005,4.0,0.0,Gateway,Completed,52.0,Tehran,2025-11-26,New,Laptop Stand,Accessories,28.0,112.0,112.0,False,False,2024-01,45-54
511736,104404,2025-04-18,2005,1.0,5.0,CardToCard,Completed,62.0,Isfahan,2023-03-17,Regular,Laptop Stand,Accessories,28.0,27.0,27.0,False,False,2025-04,55+
511737,103617,2026-05-05,2004,2.0,0.0,Gateway,Completed,20.0,Shiraz,2024-07-29,New,Power Bank,Electronics,35.0,70.0,70.0,False,False,2026-05,<25
511738,102667,2025-11-30,2012,1.0,10.0,Gateway,Completed,29.0,Karaj,2025-04-13,Regular,Office Chair,Home Office,180.0,162.0,162.0,False,False,2025-11,25-34
511739,104684,2024-07-08,2013,1.0,5.0,Gateway,Completed,21.0,Mashhad,2024-02-15,Regular,Notebook,Stationery,7.0,7.0,7.0,False,False,2024-07,<25
511740,100778,2024-06-22,2013,5.0,10.0,Gateway,Completed,23.0,Shiraz,2024-11-04,Regular,Notebook,Stationery,7.0,32.0,32.0,False,False,2024-06,<25
511741,100873,2025-10-20,2003,1.0,0.0,Gateway,Completed,23.0,Tehran,2024-06-04,Regular,USB-C Cable,Accessories,9.0,9.0,9.0,False,False,2025-10,<25
511742,103336,2024-03-09,2003,2.0,5.0,CardToCard,Completed,28.0,Karaj,2024-12-10,Regular,USB-C Cable,Accessories,9.0,17.0,17.0,False,False,2024-03,25-34
511743,107897,2025-06-01,2020,1.0,0.0,CardToCard,Completed,59.0,Tehran,2023-06-23,Regular,Gaming Controller,Gaming,68.0,68.0,68.0,False,False,2025-06,55+
511744,105180,2024-07-21,2004,1.0,10.0,Gateway,Completed,37.0,Tabriz,2023-06-11,Regular,Power Bank,Electronics,35.0,32.0,32.0,False,False,2024-07,35-44
511745,104573,2025-12-26,2012,2.0,0.0,CardToCard,Cancelled,41.0,Isfahan,2025-11-10,VIP,Office Chair,Home Office,180.0,360.0,360.0,False,False,2025-12,35-44
511746,100797,2024-11-23,2002,3.0,5.0,Wallet,Returned,64.0,Shiraz,2025-06-05,Regular,Mechanical Keyboard,Electronics,62.0,177.0,177.0,False,False,2024-11,55+
511747,100704,2024-12-24,2014,2.0,15.0,Gateway,Completed,26.0,Karaj,2024-09-25,Regular,Backpack,Accessories,42.0,71.0,71.0,False,False,2024-12,25-34
511748,109763,2025-11-17,2003,2.0,10.0,Wallet,Completed,62.0,Shiraz,2025-03-28,Regular,USB-C Cable,Accessories,9.0,16.0,16.0,False,False,2025-11,55+
511749,105113,2024-03-17,2008,1.0,10.0,Gateway,Completed,65.0,Mashhad,2025-03-29,Regular,Phone Case,Accessories,14.0,13.0,13.0,False,False,2024-03,55+
511750,106058,2025-06-03,2004,1.0,15.0,CardToCard,Completed,46.0,Tehran,2024-09-03,New,Power Bank,Electronics,35.0,30.0,30.0,False,False,2025-06,45-54
511751,103451,2026-05-14,2008,2.0,5.0,CardToCard,Completed,40.0,Rasht,2024-08-23,Regular,Phone Case,Accessories,14.0,27.0,27.0,False,False,2026-05,35-44
511752,107663,2025-07-15,2018,2.0,15.0,CardToCard,Completed,38.0,Shiraz,2024-12-07,VIP,Microphone,Electronics,85.0,144.0,144.0,False,False,2025-07,35-44
511753,107921,2024-03-11,2004,1.0,20.0,Wallet,Completed,34.0,Shiraz,2024-07-16,New,Power Bank,Electronics,35.0,28.0,28.0,False,False,2024-03,25-34
511754,100791,2026-03-06,2003,3.0,0.0,Cash,Completed,22.0,Qom,2023-12-03,Regular,USB-C Cable,Accessories,9.0,27.0,27.0,False,False,2026-03,<25
511755,105305,2024-04-21,2002,2.0,15.0,Wallet,Completed,29.0,Ahvaz,2024-09-02,New,Mechanical Keyboard,Electronics,62.0,105.0,105.0,False,False,2024-04,25-34
511756,104061,2024-11-14,2003,2.0,5.0,Gateway,Completed,24.0,Ahvaz,2025-12-16,New,USB-C Cable,Accessories,9.0,17.0,17.0,False,False,2024-11,<25
511757,108455,2024-06-06,2015,3.0,30.0,Wallet,Returned,60.0,Tehran,2024-05-20,New,Bluetooth Speaker,Electronics,58.0,122.0,122.0,False,False,2024-06,55+
511758,103874,2025-09-15,2004,2.0,20.0,CardToCard,Completed,40.0,Karaj,2025-05-11,New,Power Bank,Electronics,35.0,56.0,56.0,False,False,2025-09,35-44
511759,102054,2024-08-16,2019,1.0,20.0,Wallet,Completed,63.0,Isfahan,2025-05-27,New,Tablet,Electronics,260.0,208.0,208.0,False,False,2024-08,55+
511760,106712,2024-08-13,2005,1.0,0.0,CardToCard,Completed,35.0,Tehran,2023-01-05,Regular,Laptop Stand,Accessories,28.0,28.0,28.0,False,False,2024-08,25-34
511761,103059,2024-12-23,2004,1.0,5.0,CardToCard,Completed,36.0,Karaj,2023-03-08,New,Power Bank,Electronics,35.0,33.0,33.0,False,False,2024-12,35-44
511762,104721,2024-09-04,2015,2.0,15.0,Cash,Completed,45.0,Karaj,2024-07-07,Regular,Bluetooth Speaker,Electronics,58.0,99.0,99.0,False,False,2024-09,35-44
511763,102384,2025-11-08,2011,4.0,0.0,Cash,Completed,36.0,Tehran,2023-03-01,Regular,Desk Lamp,Home Office,32.0,128.0,128.0,False,False,2025-11,35-44
511765,109341,2025-04-25,2003,4.0,20.0,CardToCard,Completed,50.0,Tabriz,2023-09-05,New,USB-C Cable,Accessories,9.0,29.0,29.0,False,False,2025-04,45-54
511766,107483,2024-05-19,2013,1.0,10.0,CardToCard,Completed,40.0,Tehran,2024-09-03,New,Notebook,Stationery,7.0,6.0,6.0,False,False,2024-05,35-44
511767,103084,2026-03-13,2013,1.0,0.0,CardToCard,Completed,29.0,Shiraz,2024-07-01,New,Notebook,Stationery,7.0,7.0,7.0,False,False,2026-03,25-34
511768,106942,2024-10-28,2018,1.0,10.0,Gateway,Completed,39.0,Isfahan,2024-04-28,New,Microphone,Electronics,85.0,76.0,76.0,False,False,2024-10,35-44
511770,104091,2024-07-28,2011,1.0,10.0,CardToCard,Completed,53.0,Tabriz,2024-03-22,New,Desk Lamp,Home Office,32.0,29.0,29.0,False,False,2024-07,45-54
511771,101637,2026-05-11,2005,1.0,10.0,Cash,Returned,25.0,Tehran,2025-01-30,New,Laptop Stand,Accessories,28.0,25.0,25.0,False,False,2026-05,<25
511772,108759,2025-06-08,2017,3.0,10.0,Wallet,Completed,28.0,Tehran,2023-10-15,Regular,HDMI Cable,Accessories,11.0,30.0,30.0,False,False,2025-06,25-34
511773,100109,2024-02-22,2003,1.0,20.0,CardToCard,Completed,40.0,Isfahan,2023-03-21,Regular,USB-C Cable,Accessories,9.0,7.0,7.0,False,False,2024-02,35-44
511774,101407,2024-06-15,2011,2.0,0.0,CardToCard,Completed,34.0,Kerman,2023-09-10,Regular,Desk Lamp,Home Office,32.0,64.0,64.0,False,False,2024-06,25-34
511775,104745,2025-02-19,2003,5.0,20.0,Gateway,Completed,51.0,Qom,2025-11-10,New,USB-C Cable,Accessories,9.0,36.0,36.0,False,False,2025-02,45-54
511776,105142,2024-06-11,2008,1.0,5.0,Gateway,Completed,18.0,Qom,2024-05-29,Regular,Phone Case,Accessories,14.0,13.0,13.0,False,False,2024-06,<25
511777,105900,2025-06-06,2003,1.0,10.0,Cash,Completed,60.0,Tehran,2025-08-22,Regular,USB-C Cable,Accessories,9.0,8.0,8.0,False,False,2025-06,55+
511778,108498,2024-09-22,2020,2.0,0.0,Gateway,Completed,27.0,Isfahan,2025-02-22,Regular,Gaming Controller,Gaming,68.0,136.0,136.0,False,False,2024-09,25-34
511779,109869,2024-10-29,2003,4.0,0.0,CardToCard,Completed,41.0,Shiraz,2024-03-25,Regular,USB-C Cable,Accessories,9.0,36.0,36.0,False,False,2024-10,35-44
511780,107063,2025-11-10,2011,3.0,30.0,Wallet,Completed,64.0,Karaj,2023-05-10,Regular,Desk Lamp,Home Office,32.0,67.0,67.0,False,False,2025-11,55+
511781,109716,2025-03-29,2005,1.0,20.0,Wallet,Completed,48.0,Tehran,2025-04-01,Regular,Laptop Stand,Accessories,28.0,22.0,22.0,False,False,2025-03,45-54
511782,105261,2024-04-07,2018,1.0,0.0,Gateway,Completed,65.0,Ahvaz,2025-06-17,New,Microphone,Electronics,85.0,85.0,85.0,False,False,2024-04,55+
511783,108788,2024-11-17,2017,1.0,30.0,Cash,Completed,49.0,Tehran,2024-05-11,Regular,HDMI Cable,Accessories,11.0,8.0,8.0,False,False,2024-11,45-54
511784,100946,2026-02-19,2017,5.0,15.0,Gateway,Cancelled,23.0,Tehran,2024-12-18,Regular,HDMI Cable,Accessories,11.0,47.0,47.0,False,False,2026-02,<25
511785,105928,2026-01-01,2012,4.0,5.0,CardToCard,Completed,46.0,Rasht,2025-09-13,New,Office Chair,Home Office,180.0,684.0,684.0,False,False,2026-01,45-54
511786,100347,2025-10-18,2007,5.0,5.0,CardToCard,Completed,65.0,Karaj,2024-06-13,Regular,Headphones,Electronics,75.0,356.0,356.0,False,False,2025-10,55+
511788,106696,2024-03-20,2002,2.0,0.0,Gateway,Completed,46.0,Ahvaz,2025-03-16,VIP,Mechanical Keyboard,Electronics,62.0,124.0,124.0,False,False,2024-03,45-54
511789,104153,2024-04-15,2001,1.0,0.0,Gateway,Completed,61.0,Shiraz,2025-10-25,VIP,Wireless Mouse,Electronics,18.0,18.0,18.0,False,False,2024-04,55+
511790,104379,2024-01-17,2008,2.0,0.0,Gateway,Completed,25.0,Mashhad,2023-11-22,New,Phone Case,Accessories,14.0,28.0,28.0,False,False,2024-01,<25
511791,109819,2024-04-18,2007,1.0,20.0,CardToCard,Completed,39.0,Shiraz,2024-05-30,New,Headphones,Electronics,75.0,60.0,60.0,False,False,2024-04,35-44
511792,104178,2025-12-12,2017,1.0,0.0,Wallet,Completed,52.0,Isfahan,2024-07-18,Regular,HDMI Cable,Accessories,11.0,11.0,11.0,False,False,2025-12,45-54
511793,109984,2024-02-02,2013,3.0,30.0,Gateway,Completed,59.0,Tabriz,2023-02-25,Regular,Notebook,Stationery,7.0,15.0,15.0,False,False,2024-02,55+
511794,103911,2025-02-06,2017,2.0,0.0,Cash,Completed,29.0,Mashhad,2025-06-06,VIP,HDMI Cable,Accessories,11.0,22.0,22.0,False,False,2025-02,25-34
511795,109217,2024-08-01,2002,1.0,0.0,CardToCard,Completed,52.0,Ahvaz,2024-09-13,Regular,Mechanical Keyboard,Electronics,62.0,62.0,62.0,False,False,2024-08,45-54
511796,101736,2025-12-20,2013,2.0,15.0,Gateway,Completed,56.0,Kerman,2023-02-24,Regular,Notebook,Stationery,7.0,12.0,12.0,False,False,2025-12,55+
511797,101228,2025-11-24,2010,2.0,0.0,Cash,Completed,65.0,Mashhad,2023-02-04,New,Fitness Band,Wearables,55.0,110.0,110.0,False,False,2025-11,55+
511798,105604,2025-10-23,2001,5.0,0.0,Cash,Completed,41.0,Qom,2025-06-25,Regular,Wireless Mouse,Electronics,18.0,90.0,90.0,False,False,2025-10,35-44
511799,109295,2024-11-22,2001,4.0,5.0,CardToCard,Completed,27.0,Isfahan,2024-10-12,VIP,Wireless Mouse,Electronics,18.0,68.0,68.0,False,False,2024-11,25-34
511800,103801,2026-03-28,2020,2.0,10.0,CardToCard,Completed,62.0,Tehran,2023-05-29,Regular,Gaming Controller,Gaming,68.0,122.0,122.0,False,False,2026-03,55+
511801,103824,2026-02-18,2004,3.0,0.0,Cash,Completed,26.0,Karaj,2024-02-13,New,Power Bank,Electronics,35.0,105.0,105.0,False,False,2026-02,25-34
511802,100734,2025-07-16,2003,2.0,0.0,Wallet,Completed,55.0,Rasht,2025-06-03,Regular,USB-C Cable,Accessories,9.0,18.0,18.0,False,False,2025-07,45-54
511803,105536,2025-06-13,2011,1.0,30.0,Wallet,Returned,50.0,Mashhad,2024-09-30,Regular,Desk Lamp,Home Office,32.0,22.0,22.0,False,False,2025-06,45-54
511804,109284,2024-10-18,2003,2.0,5.0,Gateway,Completed,18.0,Karaj,2024-05-03,Regular,USB-C Cable,Accessories,9.0,17.0,17.0,False,False,2024-10,<25
511805,103292,2025-09-27,2013,2.0,0.0,Wallet,Completed,40.0,Rasht,2024-01-27,Regular,Notebook,Stationery,7.0,14.0,14.0,False,False,2025-09,35-44
511806,104997,2026-04-13,2007,5.0,15.0,CardToCard,Completed,53.0,Mashhad,2023-10-10,Regular,Headphones,Electronics,75.0,319.0,319.0,False,False,2026-04,45-54
511807,103464,2024-09-30,2014,5.0,5.0,Gateway,Completed,20.0,Ahvaz,2024-08-05,Regular,Backpack,Accessories,42.0,200.0,200.0,False,False,2024-09,<25
511808,102499,2024-09-04,2008,2.0,0.0,Gateway,Completed,19.0,Tabriz,2023-02-09,Regular,Phone Case,Accessories,14.0,28.0,28.0,False,False,2024-09,<25
511809,101868,2024-08-15,2014,1.0,0.0,Gateway,Completed,54.0,Tehran,2025-11-12,Regular,Backpack,Accessories,42.0,42.0,42.0,False,False,2024-08,45-54
511810,107041,2026-06-09,2012,2.0,5.0,Gateway,Completed,43.0,Tehran,2025-01-25,VIP,Office Chair,Home Office,180.0,342.0,342.0,False,False,2026-06,35-44
511811,105428,2025-04-11,2014,1.0,0.0,Gateway,Completed,24.0,Qom,2024-07-13,Regular,Backpack,Accessories,42.0,42.0,42.0,False,False,2025-04,<25
511812,108497,2026-05-20,2017,1.0,5.0,Cash,Completed,64.0,Tehran,2025-09-10,Regular,HDMI Cable,Accessories,11.0,10.0,10.0,False,False,2026-05,55+
511813,102433,2025-06-17,2011,2.0,20.0,Gateway,Completed,25.0,Karaj,2025-05-31,Regular,Desk Lamp,Home Office,32.0,51.0,51.0,False,False,2025-06,<25
511814,102998,2024-09-10,2006,1.0,0.0,Gateway,Completed,34.0,Isfahan,2025-12-15,Regular,Webcam,Electronics,48.0,48.0,48.0,False,False,2024-09,25-34
511815,106913,2025-05-21,2013,1.0,5.0,CardToCard,Completed,32.0,Rasht,2025-11-23,Regular,Notebook,Stationery,7.0,7.0,7.0,False,False,2025-05,25-34
511816,109288,2024-05-14,2005,2.0,5.0,Gateway,Cancelled,19.0,Tehran,2023-06-19,Regular,Laptop Stand,Accessories,28.0,53.0,53.0,False,False,2024-05,<25
511818,105912,2025-01-17,2004,2.0,0.0,Cash,Completed,34.0,Shiraz,2023-09-09,Regular,Power Bank,Electronics,35.0,70.0,70.0,False,False,2025-01,25-34
511819,101070,2025-05-13,2011,2.0,0.0,Gateway,Completed,18.0,Tehran,2025-04-29,Regular,Desk Lamp,Home Office,32.0,64.0,64.0,False,False,2025-05,<25
511820,102603,2024-11-30,2006,2.0,0.0,Cash,Completed,55.0,Shiraz,2024-04-13,Regular,Webcam,Electronics,48.0,96.0,96.0,False,False,2024-11,45-54
511821,100194,2025-01-28,2003,2.0,5.0,Gateway,Completed,35.0,Tabriz,2025-02-18,Regular,USB-C Cable,Accessories,9.0,17.0,17.0,False,False,2025-01,25-34
511822,107029,2026-01-26,2013,3.0,0.0,Gateway,Completed,39.0,Mashhad,2024-09-20,Regular,Notebook,Stationery,7.0,21.0,21.0,False,False,2026-01,35-44
511823,106686,2024-06-04,2018,1.0,5.0,Wallet,Completed,25.0,Ahvaz,2023-07-29,Regular,Microphone,Electronics,85.0,81.0,81.0,False,False,2024-06,<25
511824,106200,2026-03-24,2002,1.0,15.0,Cash,Completed,26.0,Tehran,2024-04-03,Regular,Mechanical Keyboard,Electronics,62.0,53.0,53.0,False,False,2026-03,25-34
511825,109244,2025-04-10,2020,4.0,5.0,CardToCard,Completed,63.0,Tehran,2025-02-22,New,Gaming Controller,Gaming,68.0,258.0,258.0,False,False,2025-04,55+
511826,109233,2025-06-27,2014,1.0,5.0,Gateway,Completed,45.0,Qom,2024-11-14,Regular,Backpack,Accessories,42.0,40.0,40.0,False,False,2025-06,35-44
511827,105366,2024-03-31,2008,1.0,0.0,Gateway,Completed,25.0,Tehran,2024-04-12,Regular,Phone Case,Accessories,14.0,14.0,14.0,False,False,2024-03,<25
511828,108856,2024-05-05,2014,1.0,0.0,Gateway,Completed,24.0,Shiraz,2024-11-24,New,Backpack,Accessories,42.0,42.0,42.0,False,False,2024-05,<25
511829,100667,2025-09-25,2020,1.0,15.0,CardToCard,Completed,42.0,Tehran,2023-11-06,VIP,Gaming Controller,Gaming,68.0,58.0,58.0,False,False,2025-09,35-44
511830,106036,2026-02-24,2008,2.0,0.0,Cash,Completed,22.0,Rasht,2024-03-13,New,Phone Case,Accessories,14.0,28.0,28.0,False,False,2026-02,<25
511831,107575,2025-03-24,2003,1.0,0.0,CardToCard,Completed,43.0,Tabriz,2024-11-11,Regular,USB-C Cable,Accessories,9.0,9.0,9.0,False,False,2025-03,35-44
511832,106334,2024-05-24,2003,1.0,30.0,Gateway,Completed,22.0,Isfahan,2025-11-26,VIP,USB-C Cable,Accessories,9.0,6.0,6.0,False,False,2024-05,<25
511833,103653,2025-11-19,2017,2.0,15.0,CardToCard,Completed,37.0,Kerman,2024-09-24,Regular,HDMI Cable,Accessories,11.0,19.0,19.0,False,False,2025-11,35-44
511834,102140,2026-03-18,2017,2.0,10.0,Gateway,Completed,37.0,Tehran,2023-02-01,New,HDMI Cable,Accessories,11.0,20.0,20.0,False,False,2026-03,35-44
511835,100170,2025-08-02,2013,2.0,5.0,Gateway,Completed,19.0,Mashhad,2023-12-15,Regular,Notebook,Stationery,7.0,13.0,13.0,False,False,2025-08,<25
511836,107472,2024-06-07,2017,4.0,20.0,Gateway,Completed,64.0,Tehran,2023-01-06,New,HDMI Cable,Accessories,11.0,35.0,35.0,False,False,2024-06,55+
511837,100048,2024-12-22,2018,1.0,10.0,Wallet,Completed,60.0,Ahvaz,2025-01-03,New,Microphone,Electronics,85.0,76.0,76.0,False,False,2024-12,55+
