OrderID,CustomerID,OrderDate,ProductID,Quantity,Discount,PaymentMethod,Status,Age,City,SignupDate,CustomerSegment,ProductName,Category,UnitPrice,Sales,OrderValue
513721,101961,2025-12-12,2006,1.0,30.0,Gateway,Completed,58.0,Mashhad,2024-07-23,New,Webcam,Electronics,48.0,34.0,34.0
513722,102335,2025-12-02,2013,2.0,20.0,CardToCard,Completed,44.0,Mashhad,2025-03-20,Regular,Notebook,Stationery,7.0,11.0,11.0
513723,101177,2024-01-02,2004,3.0,0.0,CardToCard,Completed,33.0,Karaj,2024-07-17,New,Power Bank,Electronics,35.0,105.0,105.0
513724,103300,2025-10-09,2008,1.0,0.0,Gateway,Returned,56.0,Mashhad,2025-11-21,VIP,Phone Case,Accessories,14.0,14.0,14.0
513725,106362,2025-02-20,2001,2.0,0.0,Wallet,Completed,62.0,Isfahan,2024-03-18,Regular,Wireless Mouse,Electronics,18.0,36.0,36.0
513726,106835,2025-10-31,2005,2.0,30.0,CardToCard,Completed,21.0,Tehran,2024-01-15,New,Laptop Stand,Accessories,28.0,39.0,39.0
513727,109199,2026-05-10,2003,3.0,5.0,CardToCard,Completed,18.0,Rasht,2023-08-16,Regular,USB-C Cable,Accessories,9.0,26.0,26.0
513728,106421,2024-11-05,2020,3.0,10.0,CardToCard,Completed,48.0,Karaj,2023-02-18,New,Gaming Controller,Gaming,68.0,184.0,184.0
513729,108836,2025-06-06,2014,1.0,0.0,Gateway,Completed,18.0,Qom,2023-11-22,New,Backpack,Accessories,42.0,42.0,42.0
513730,101170,2024-09-20,2011,2.0,20.0,CardToCard,Returned,62.0,Karaj,2025-05-27,Regular,Desk Lamp,Home Office,32.0,51.0,51.0
513731,104526,2026-02-15,2003,1.0,15.0,CardToCard,Completed,40.0,Shiraz,2023-05-10,Regular,USB-C Cable,Accessories,9.0,8.0,8.0
513732,109850,2024-08-07,2011,1.0,5.0,Wallet,Completed,40.0,Tehran,2023-02-09,New,Desk Lamp,Home Office,32.0,30.0,30.0
513733,103480,2024-10-30,2013,3.0,0.0,CardToCard,Returned,55.0,Qom,2025-06-13,Regular,Notebook,Stationery,7.0,21.0,21.0
513734,106994,2026-02-08,2003,3.0,0.0,Gateway,Completed,52.0,Mashhad,2023-04-11,Regular,USB-C Cable,Accessories,9.0,27.0,27.0
513735,108339,2024-03-28,2013,1.0,5.0,CardToCard,Completed,48.0,Karaj,2024-09-20,New,Notebook,Stationery,7.0,7.0,7.0
513736,102235,2025-03-02,2014,1.0,30.0,Gateway,Completed,46.0,Tabriz,2023-03-20,Regular,Backpack,Accessories,42.0,29.0,29.0
513737,104538,2025-05-17,2010,1.0,5.0,CardToCard,Completed,52.0,Tehran,2025-05-02,Regular,Fitness Band,Wearables,55.0,52.0,52.0
513738,100871,2025-05-15,2009,4.0,0.0,CardToCard,Completed,39.0,Tabriz,2023-04-23,New,Smart Watch,Wearables,120.0,480.0,480.0
513739,101822,2024-04-13,2006,4.0,10.0,Wallet,Completed,54.0,Rasht,2025-10-29,Regular,Webcam,Electronics,48.0,173.0,173.0
513740,108891,2024-02-04,2007,3.0,10.0,Gateway,Completed,61.0,Rasht,2024-04-19,Regular,Headphones,Electronics,75.0,202.0,202.0
513741,100869,2024-12-26,2015,1.0,0.0,CardToCard,Completed,39.0,Tehran,2024-10-22,New,Bluetooth Speaker,Electronics,58.0,58.0,58.0
513742,103629,2025-01-27,2005,1.0,20.0,Gateway,Completed,58.0,Isfahan,2024-02-08,New,Laptop Stand,Accessories,28.0,22.0,22.0
513743,106469,2026-04-19,2015,5.0,10.0,Gateway,Completed,42.0,Qom,2024-05-29,New,Bluetooth Speaker,Electronics,58.0,261.0,261.0
513744,102302,2025-10-14,2005,1.0,20.0,Wallet,Completed,24.0,Tabriz,2023-09-09,New,Laptop Stand,Accessories,28.0,22.0,22.0
513745,101728,2025-06-01,2015,2.0,0.0,Wallet,Completed,45.0,Tehran,2025-11-29,VIP,Bluetooth Speaker,Electronics,58.0,116.0,116.0
513746,102819,2024-06-30,2013,4.0,0.0,Cash,Completed,24.0,Kerman,2023-05-30,Regular,Notebook,Stationery,7.0,28.0,28.0
513747,109702,2026-02-25,2018,3.0,10.0,Gateway,Completed,27.0,Tabriz,2024-11-27,Regular,Microphone,Electronics,85.0,230.0,230.0
513748,102682,2024-06-16,2006,1.0,15.0,CardToCard,Completed,22.0,Tabriz,2024-08-08,Regular,Webcam,Electronics,48.0,41.0,41.0
513749,101295,2026-04-25,2002,1.0,0.0,Gateway,Completed,63.0,Tehran,2023-10-09,Regular,Mechanical Keyboard,Electronics,62.0,62.0,62.0
513750,107759,2026-04-23,2005,1.0,0.0,CardToCard,Returned,57.0,Mashhad,2025-03-26,Regular,Laptop Stand,Accessories,28.0,28.0,28.0
513751,104781,2026-06-02,2004,2.0,15.0,CardToCard,Returned,58.0,Tehran,2023-12-16,Regular,Power Bank,Electronics,35.0,60.0,60.0
513752,106447,2024-09-01,2004,2.0,10.0,Gateway,Completed,31.0,Qom,2024-10-05,VIP,Power Bank,Electronics,35.0,63.0,63.0
513753,108023,2024-04-28,2013,1.0,5.0,CardToCard,Completed,65.0,Tabriz,2023-06-09,New,Notebook,Stationery,7.0,7.0,7.0
513754,103470,2025-06-27,2001,1.0,10.0,Gateway,Completed,59.0,Mashhad,2024-03-03,Regular,Wireless Mouse,Electronics,18.0,16.0,16.0
513755,100691,2024-12-31,2008,1.0,0.0,Gateway,Completed,65.0,Shiraz,2024-07-19,VIP,Phone Case,Accessories,14.0,14.0,14.0
513756,103305,2024-12-01,2003,4.0,0.0,Wallet,Completed,23.0,Karaj,2023-11-16,New,USB-C Cable,Accessories,9.0,36.0,36.0
513757,103135,2025-04-25,2019,3.0,15.0,Gateway,Completed,52.0,Tehran,2023-02-19,Regular,Tablet,Electronics,260.0,663.0,663.0
513758,109569,2025-08-18,2001,1.0,0.0,Cash,Completed,37.0,Tehran,2024-03-29,Regular,Wireless Mouse,Electronics,18.0,18.0,18.0
513759,105172,2024-10-13,2017,1.0,10.0,Cash,Completed,39.0,Mashhad,2025-12-28,Regular,HDMI Cable,Accessories,11.0,10.0,10.0
513760,106442,2024-10-16,2013,2.0,15.0,CardToCard,Completed,41.0,Tehran,2025-01-05,Regular,Notebook,Stationery,7.0,12.0,12.0
513761,103648,2025-06-11,2013,1.0,30.0,Gateway,Completed,46.0,Tehran,2025-09-21,VIP,Notebook,Stationery,7.0,5.0,5.0
513762,107240,2024-03-02,2002,1.0,0.0,Gateway,Completed,64.0,Karaj,2025-06-08,New,Mechanical Keyboard,Electronics,62.0,62.0,62.0
513763,100551,2025-08-27,2013,2.0,10.0,Cash,Completed,56.0,Mashhad,2025-08-13,New,Notebook,Stationery,7.0,13.0,13.0
513764,102981,2025-11-21,2008,1.0,0.0,CardToCard,Completed,52.0,Mashhad,2024-04-26,VIP,Phone Case,Accessories,14.0,14.0,14.0
513765,104059,2026-01-30,2012,1.0,20.0,Gateway,Completed,27.0,Tehran,2024-07-25,Regular,Office Chair,Home Office,180.0,144.0,144.0
513766,109903,2025-10-13,2004,2.0,0.0,Gateway,Completed,31.0,Tehran,2023-11-15,New,Power Bank,Electronics,35.0,70.0,70.0
513767,108477,2025-03-14,2004,1.0,30.0,Cash,Completed,40.0,Isfahan,2025-11-04,VIP,Power Bank,Electronics,35.0,24.0,24.0
513768,107465,2026-01-24,2003,1.0,0.0,Gateway,Returned,39.0,Ahvaz,2023-07-10,VIP,USB-C Cable,Accessories,9.0,9.0,9.0
513769,102497,2025-02-28,2010,2.0,15.0,Wallet,Completed,56.0,Mashhad,2024-08-28,Regular,Fitness Band,Wearables,55.0,94.0,94.0
513770,102404,2025-11-11,2005,1.0,0.0,CardToCard,Completed,44.0,Shiraz,2024-09-02,Regular,Laptop Stand,Accessories,28.0,28.0,28.0
513771,108907,2024-02-25,2003,3.0,15.0,Gateway,Completed,61.0,Mashhad,2025-07-07,New,USB-C Cable,Accessories,9.0,23.0,23.0
513773,105287,2024-03-13,2018,2.0,0.0,CardToCard,Completed,31.0,Rasht,2023-02-10,Regular,Microphone,Electronics,85.0,170.0,170.0
513774,103886,2024-01-25,2017,1.0,0.0,Wallet,Completed,37.0,Tehran,2023-09-02,Regular,HDMI Cable,Accessories,11.0,11.0,11.0
513775,105734,2025-03-09,2020,1.0,15.0,CardToCard,Completed,37.0,Kerman,2023-11-14,New,Gaming Controller,Gaming,68.0,58.0,58.0
513776,100680,2024-04-13,2012,1.0,20.0,Cash,Completed,62.0,Mashhad,2024-09-19,New,Office Chair,Home Office,180.0,144.0,144.0
513777,104163,2024-10-07,2008,1.0,0.0,Gateway,Completed,45.0,Tabriz,2024-01-24,New,Phone Case,Accessories,14.0,14.0,14.0
513778,103752,2025-10-31,2013,1.0,5.0,Gateway,Completed,56.0,Isfahan,2023-03-04,New,Notebook,Stationery,7.0,7.0,7.0
513779,104667,2025-04-20,2008,1.0,10.0,Gateway,Completed,32.0,Kerman,2024-01-16,Regular,Phone Case,Accessories,14.0,13.0,13.0
513780,108099,2025-09-25,2014,2.0,20.0,Cash,Completed,21.0,Qom,2025-07-10,Regular,Backpack,Accessories,42.0,67.0,67.0
513781,107969,2025-11-08,2007,3.0,0.0,Wallet,Completed,18.0,Tehran,2023-10-18,New,Headphones,Electronics,75.0,225.0,225.0
513782,104329,2025-02-19,2017,1.0,5.0,Gateway,Completed,20.0,Tehran,2025-04-19,Regular,HDMI Cable,Accessories,11.0,10.0,10.0
513783,107745,2026-06-12,2001,1.0,0.0,Gateway,Completed,25.0,Ahvaz,2025-02-07,Regular,Wireless Mouse,Electronics,18.0,18.0,18.0
513784,105208,2024-06-23,2013,4.0,0.0,CardToCard,Completed,54.0,Tehran,2023-05-04,Regular,Notebook,Stationery,7.0,28.0,28.0
513785,109655,2024-03-14,2011,1.0,10.0,Gateway,Completed,64.0,Tehran,2023-12-25,VIP,Desk Lamp,Home Office,32.0,29.0,29.0
513786,104827,2024-10-02,2020,1.0,15.0,Wallet,Cancelled,27.0,Rasht,2024-11-10,New,Gaming Controller,Gaming,68.0,58.0,58.0
513787,100286,2025-10-20,2007,2.0,10.0,CardToCard,Completed,63.0,Tehran,2023-02-20,New,Headphones,Electronics,75.0,135.0,135.0
513788,109552,2024-03-24,2002,1.0,0.0,Wallet,Completed,21.0,Tehran,2023-06-26,New,Mechanical Keyboard,Electronics,62.0,62.0,62.0
513789,105443,2025-02-07,2002,1.0,0.0,CardToCard,Completed,62.0,Kerman,2023-07-19,Regular,Mechanical Keyboard,Electronics,62.0,62.0,62.0
513790,100438,2025-05-08,2013,2.0,0.0,Gateway,Cancelled,62.0,Tehran,2023-01-01,Regular,Notebook,Stationery,7.0,14.0,14.0
513791,106356,2025-11-29,2001,1.0,10.0,Wallet,Completed,35.0,Tehran,2024-05-04,Regular,Wireless Mouse,Electronics,18.0,16.0,16.0
513792,102749,2025-12-31,2013,4.0,10.0,Wallet,Completed,37.0,Mashhad,2024-03-26,Regular,Notebook,Stationery,7.0,25.0,25.0
513793,100488,2024-07-25,2012,1.0,0.0,CardToCard,Completed,43.0,Tehran,2025-11-15,New,Office Chair,Home Office,180.0,180.0,180.0
513794,107786,2024-08-24,2005,1.0,0.0,CardToCard,Completed,42.0,Mashhad,2025-05-15,Regular,Laptop Stand,Accessories,28.0,28.0,28.0
513795,109755,2025-08-14,2003,1.0,0.0,CardToCard,Completed,45.0,Rasht,2023-11-23,New,USB-C Cable,Accessories,9.0,9.0,9.0
513796,100601,2026-01-12,2013,2.0,5.0,Gateway,Completed,47.0,Shiraz,2024-02-27,Regular,Notebook,Stationery,7.0,13.0,13.0
513797,105349,2024-05-25,2020,2.0,5.0,Cash,Completed,32.0,Mashhad,2025-05-31,Regular,Gaming Controller,Gaming,68.0,129.0,129.0
513798,103459,2025-09-16,2017,1.0,20.0,Gateway,Completed,58.0,Tabriz,2024-11-23,New,HDMI Cable,Accessories,11.0,9.0,9.0
513799,109936,2024-07-24,2015,1.0,0.0,CardToCard,Completed,33.0,Tehran,2023-01-05,Regular,Bluetooth Speaker,Electronics,58.0,58.0,58.0
513800,108680,2024-06-05,2002,5.0,0.0,Wallet,Completed,56.0,Tehran,2025-03-20,New,Mechanical Keyboard,Electronics,62.0,310.0,310.0
513801,107502,2024-10-18,2007,3.0,10.0,CardToCard,Returned,22.0,Tehran,2024-01-05,New,Headphones,Electronics,75.0,202.0,202.0
513802,100993,2025-11-17,2018,1.0,20.0,Gateway,Completed,41.0,Kerman,2023-03-24,New,Microphone,Electronics,85.0,68.0,68.0
513803,102209,2025-10-03,2015,2.0,0.0,CardToCard,Completed,29.0,Tehran,2024-06-02,New,Bluetooth Speaker,Electronics,58.0,116.0,116.0
513804,101648,2025-02-17,2006,1.0,5.0,Gateway,Completed,49.0,Tehran,2024-10-26,New,Webcam,Electronics,48.0,46.0,46.0
513805,109510,2025-09-09,2009,1.0,30.0,Gateway,Completed,62.0,Rasht,2024-03-28,Regular,Smart Watch,Wearables,120.0,84.0,84.0
513806,103264,2024-12-16,2005,2.0,0.0,Cash,Completed,59.0,Rasht,2023-06-23,New,Laptop Stand,Accessories,28.0,56.0,56.0
513807,100279,2024-06-30,2013,1.0,10.0,Wallet,Completed,21.0,Tehran,2024-03-02,New,Notebook,Stationery,7.0,6.0,6.0
513808,107207,2025-12-29,2013,2.0,10.0,Gateway,Cancelled,65.0,Isfahan,2025-05-28,New,Notebook,Stationery,7.0,13.0,13.0
513809,107399,2024-02-16,2019,1.0,15.0,Gateway,Completed,19.0,Tehran,2025-07-07,Regular,Tablet,Electronics,260.0,221.0,221.0
513810,103680,2026-02-25,2001,4.0,0.0,Gateway,Completed,53.0,Karaj,2025-08-13,New,Wireless Mouse,Electronics,18.0,72.0,72.0
513811,109633,2025-11-12,2004,1.0,15.0,Gateway,Completed,28.0,Ahvaz,2024-10-10,Regular,Power Bank,Electronics,35.0,30.0,30.0
513812,108285,2025-09-17,2008,5.0,30.0,Gateway,Completed,56.0,Kerman,2023-11-30,New,Phone Case,Accessories,14.0,49.0,49.0
513813,105609,2025-05-06,2013,2.0,10.0,Gateway,Completed,47.0,Rasht,2024-02-20,VIP,Notebook,Stationery,7.0,13.0,13.0
513814,100044,2025-11-30,2015,3.0,0.0,Wallet,Completed,35.0,Mashhad,2025-09-13,New,Bluetooth Speaker,Electronics,58.0,174.0,174.0
513815,108870,2024-01-25,2002,5.0,0.0,Gateway,Completed,45.0,Rasht,2025-07-31,New,Mechanical Keyboard,Electronics,62.0,310.0,310.0
513816,100646,2025-05-25,2010,2.0,10.0,Wallet,Completed,33.0,Tehran,2023-12-24,New,Fitness Band,Wearables,55.0,99.0,99.0
513817,104259,2024-08-13,2015,2.0,5.0,Wallet,Completed,41.0,Mashhad,2024-09-15,New,Bluetooth Speaker,Electronics,58.0,110.0,110.0
513818,108409,2025-07-06,2003,1.0,5.0,Gateway,Completed,19.0,Tehran,2025-04-03,VIP,USB-C Cable,Accessories,9.0,9.0,9.0
513819,103941,2025-08-06,2008,1.0,0.0,Gateway,Completed,44.0,Tehran,2025-11-14,Regular,Phone Case,Accessories,14.0,14.0,14.0
513820,103836,2024-07-04,2005,3.0,0.0,CardToCard,Completed,52.0,Tehran,2023-06-02,Regular,Laptop Stand,Accessories,28.0,84.0,84.0
513821,109406,2024-05-13,2005,2.0,0.0,CardToCard,Completed,34.0,Ahvaz,2024-11-28,Regular,Laptop Stand,Accessories,28.0,56.0,56.0
513822,105036,2025-05-22,2005,2.0,0.0,Wallet,Completed,28.0,Rasht,2023-01-09,Regular,Laptop Stand,Accessories,28.0,56.0,56.0
513823,109335,2026-04-16,2002,1.0,10.0,Gateway,Completed,63.0,Tehran,2024-08-21,Regular,Mechanical Keyboard,Electronics,62.0,56.0,56.0
513824,109059,2025-07-27,2003,3.0,20.0,Gateway,Completed,65.0,Tehran,2023-05-20,New,USB-C Cable,Accessories,9.0,22.0,22.0
513825,107731,2025-02-22,2018,1.0,0.0,Gateway,Completed,44.0,Rasht,2023-08-27,Regular,Microphone,Electronics,85.0,85.0,85.0
513826,101341,2026-04-10,2014,3.0,0.0,Wallet,Cancelled,43.0,Ahvaz,2023-08-24,Regular,Backpack,Accessories,42.0,126.0,126.0
513827,102295,2025-12-08,2003,3.0,0.0,Gateway,Completed,52.0,Tabriz,2023-01-16,New,USB-C Cable,Accessories,9.0,27.0,27.0
513828,106279,2025-09-25,2010,1.0,10.0,CardToCard,Completed,19.0,Mashhad,2024-04-23,Regular,Fitness Band,Wearables,55.0,50.0,50.0
513829,103506,2025-01-12,2014,1.0,0.0,Gateway,Completed,60.0,Tehran,2024-01-11,Regular,Backpack,Accessories,42.0,42.0,42.0
513830,107463,2025-02-28,2005,2.0,0.0,CardToCard,Completed,28.0,Tehran,2023-04-07,New,Laptop Stand,Accessories,28.0,56.0,56.0
513831,107910,2024-08-16,2002,3.0,0.0,Gateway,Completed,21.0,Tehran,2025-01-10,New,Mechanical Keyboard,Electronics,62.0,186.0,186.0
513832,104610,2025-12-06,2008,1.0,10.0,Wallet,Cancelled,38.0,Mashhad,2025-08-20,New,Phone Case,Accessories,14.0,13.0,13.0
513833,105424,2024-09-02,2017,1.0,10.0,Gateway,Completed,29.0,Tehran,2024-06-04,Regular,HDMI Cable,Accessories,11.0,10.0,10.0
513834,102487,2025-08-31,2005,1.0,20.0,Gateway,Completed,29.0,Tehran,2023-05-13,New,Laptop Stand,Accessories,28.0,22.0,22.0
513835,107275,2026-01-25,2011,4.0,10.0,Cash,Completed,21.0,Karaj,2024-06-27,Regular,Desk Lamp,Home Office,32.0,115.0,115.0
513836,100198,2025-04-22,2003,1.0,5.0,Cash,Completed,23.0,Mashhad,2025-06-26,New,USB-C Cable,Accessories,9.0,9.0,9.0
513837,101288,2024-05-15,2003,1.0,15.0,Gateway,Completed,29.0,Kerman,2023-01-05,Regular,USB-C Cable,Accessories,9.0,8.0,8.0
513838,105723,2024-01-22,2014,2.0,0.0,Wallet,Completed,50.0,Tehran,2025-02-15,Regular,Backpack,Accessories,42.0,84.0,84.0
513839,100132,2025-08-04,2004,1.0,0.0,Gateway,Completed,44.0,Tehran,2024-12-08,Regular,Power Bank,Electronics,35.0,35.0,35.0
513840,101870,2024-07-13,2006,1.0,5.0,Wallet,Completed,55.0,Shiraz,2023-12-11,Regular,Webcam,Electronics,48.0,46.0,46.0
513841,102820,2024-02-03,2017,1.0,5.0,Gateway,Completed,51.0,Isfahan,2024-06-06,Regular,HDMI Cable,Accessories,11.0,10.0,10.0
513842,102436,2024-10-23,2013,1.0,5.0,CardToCard,Completed,45.0,Isfahan,2024-04-24,New,Notebook,Stationery,7.0,7.0,7.0
513843,107549,2025-05-17,2008,3.0,0.0,Gateway,Completed,40.0,Tehran,2024-09-25,Regular,Phone Case,Accessories,14.0,42.0,42.0
513844,103364,2025-04-21,2009,4.0,20.0,Gateway,Completed,57.0,Mashhad,2024-10-29,VIP,Smart Watch,Wearables,120.0,384.0,384.0
513845,108911,2024-05-24,2004,3.0,0.0,CardToCard,Completed,29.0,Tabriz,2024-04-29,New,Power Bank,Electronics,35.0,105.0,105.0
513846,105855,2025-06-06,2008,3.0,5.0,Wallet,Completed,37.0,Rasht,2024-03-07,Regular,Phone Case,Accessories,14.0,40.0,40.0
513847,107756,2024-12-21,2013,2.0,15.0,Gateway,Completed,63.0,Qom,2023-03-19,New,Notebook,Stationery,7.0,12.0,12.0
513848,108855,2025-02-16,2011,4.0,0.0,CardToCard,Completed,45.0,Tehran,2025-03-30,Regular,Desk Lamp,Home Office,32.0,128.0,128.0
513849,104540,2026-01-25,2013,3.0,10.0,Wallet,Completed,59.0,Tehran,2025-03-24,Regular,Notebook,Stationery,7.0,19.0,19.0
513850,107441,2024-03-09,2014,1.0,0.0,CardToCard,Returned,25.0,Ahvaz,2023-09-03,Regular,Backpack,Accessories,42.0,42.0,42.0
513851,108193,2025-04-01,2006,3.0,0.0,CardToCard,Completed,28.0,Tehran,2024-08-15,Regular,Webcam,Electronics,48.0,144.0,144.0
513852,105553,2024-05-30,2013,2.0,20.0,Gateway,Completed,49.0,Rasht,2023-09-16,Regular,Notebook,Stationery,7.0,11.0,11.0
513853,105754,2024-06-07,2010,2.0,5.0,Gateway,Completed,31.0,Tehran,2023-03-20,Regular,Fitness Band,Wearables,55.0,104.0,104.0
513854,101018,2025-06-11,2007,2.0,10.0,CardToCard,Completed,41.0,Qom,2023-04-30,Regular,Headphones,Electronics,75.0,135.0,135.0
513855,105055,2025-08-01,2007,1.0,5.0,Gateway,Completed,20.0,Ahvaz,2025-05-22,New,Headphones,Electronics,75.0,71.0,71.0
513856,101820,2025-06-07,2020,3.0,10.0,Gateway,Completed,32.0,Kerman,2024-04-13,VIP,Gaming Controller,Gaming,68.0,184.0,184.0
513857,104259,2026-03-25,2015,4.0,0.0,Gateway,Completed,41.0,Mashhad,2024-09-15,New,Bluetooth Speaker,Electronics,58.0,232.0,232.0
513858,102684,2025-11-17,2013,1.0,0.0,Gateway,Completed,56.0,Ahvaz,2025-01-09,New,Notebook,Stationery,7.0,7.0,7.0
513859,107251,2024-06-20,2013,1.0,10.0,Cash,Completed,34.0,Tehran,2023-05-10,Regular,Notebook,Stationery,7.0,6.0,6.0
513860,105945,2025-07-03,2019,1.0,0.0,Gateway,Completed,30.0,Rasht,2025-04-18,Regular,Tablet,Electronics,260.0,260.0,260.0
513861,109960,2025-06-20,2003,2.0,30.0,Gateway,Completed,61.0,Mashhad,2024-01-04,Regular,USB-C Cable,Accessories,9.0,13.0,13.0
513862,106791,2025-07-12,2004,1.0,0.0,Cash,Completed,59.0,Karaj,2025-11-15,Regular,Power Bank,Electronics,35.0,35.0,35.0
513863,108886,2025-01-05,2016,1.0,0.0,Gateway,Completed,60.0,Shiraz,2024-01-04,Regular,Monitor,Electronics,21.0,21.0,21.0
513864,102897,2026-04-25,2015,1.0,10.0,Gateway,Completed,49.0,Shiraz,2023-02-01,New,Bluetooth Speaker,Electronics,58.0,52.0,52.0
513865,107063,2025-02-04,2017,2.0,0.0,Gateway,Returned,64.0,Karaj,2023-05-10,Regular,HDMI Cable,Accessories,11.0,22.0,22.0
513866,105603,2025-11-13,2017,1.0,15.0,Gateway,Cancelled,18.0,Ahvaz,2024-09-27,Regular,HDMI Cable,Accessories,11.0,9.0,9.0
513867,108479,2025-02-19,2003,1.0,0.0,Wallet,Completed,48.0,Karaj,2025-03-22,Regular,USB-C Cable,Accessories,9.0,9.0,9.0
513868,107369,2025-11-11,2003,2.0,0.0,Gateway,Completed,22.0,Shiraz,2025-01-04,Regular,USB-C Cable,Accessories,9.0,18.0,18.0
513869,107498,2024-12-07,2005,2.0,10.0,CardToCard,Completed,32.0,Mashhad,2023-04-28,Regular,Laptop Stand,Accessories,28.0,50.0,50.0
513870,105762,2024-01-01,2006,1.0,0.0,Gateway,Completed,25.0,Karaj,2024-04-19,New,Webcam,Electronics,48.0,48.0,48.0
513871,108148,2025-03-07,2003,2.0,0.0,CardToCard,Completed,26.0,Tehran,2025-12-27,Regular,USB-C Cable,Accessories,9.0,18.0,18.0
513872,109711,2025-04-18,2007,1.0,0.0,Wallet,Completed,24.0,Tehran,2023-11-10,Regular,Headphones,Electronics,75.0,75.0,75.0
513873,103053,2024-04-09,2013,1.0,30.0,Gateway,Completed,54.0,Rasht,2025-10-21,Regular,Notebook,Stationery,7.0,5.0,5.0
513875,101339,2026-01-07,2015,2.0,0.0,CardToCard,Completed,55.0,Tehran,2025-09-15,Regular,Bluetooth Speaker,Electronics,58.0,116.0,116.0
513876,106654,2026-01-20,2001,3.0,0.0,Gateway,Completed,37.0,Shiraz,2024-03-20,New,Wireless Mouse,Electronics,18.0,54.0,54.0
513877,104765,2024-11-21,2001,1.0,15.0,Cash,Completed,38.0,Isfahan,2025-08-03,Regular,Wireless Mouse,Electronics,18.0,15.0,15.0
513878,100487,2024-12-20,2017,2.0,0.0,Gateway,Completed,34.0,Ahvaz,2024-01-23,VIP,HDMI Cable,Accessories,11.0,22.0,22.0
513879,105029,2026-01-11,2006,1.0,5.0,Gateway,Completed,51.0,Ahvaz,2023-04-22,New,Webcam,Electronics,48.0,46.0,46.0
513880,100669,2026-06-28,2003,1.0,15.0,CardToCard,Completed,62.0,Tabriz,2023-01-22,New,USB-C Cable,Accessories,9.0,8.0,8.0
513881,104363,2024-02-15,2004,4.0,10.0,CardToCard,Completed,41.0,Tabriz,2024-03-27,Regular,Power Bank,Electronics,35.0,126.0,126.0
513882,100033,2024-02-23,2008,2.0,0.0,Gateway,Completed,22.0,Tehran,2025-05-22,Regular,Phone Case,Accessories,14.0,28.0,28.0
513883,101713,2024-02-17,2013,1.0,10.0,CardToCard,Completed,60.0,Mashhad,2025-09-24,Regular,Notebook,Stationery,7.0,6.0,6.0
513885,109099,2025-11-08,2013,1.0,15.0,Cash,Completed,40.0,Rasht,2023-05-18,VIP,Notebook,Stationery,7.0,6.0,6.0
513886,100297,2024-03-22,2001,1.0,0.0,Gateway,Completed,58.0,Kerman,2024-01-02,New,Wireless Mouse,Electronics,18.0,18.0,18.0
513887,102275,2025-08-18,2013,2.0,15.0,Wallet,Completed,26.0,Karaj,2025-03-03,New,Notebook,Stationery,7.0,12.0,12.0
513888,108654,2024-05-27,2006,1.0,5.0,Gateway,Completed,20.0,Mashhad,2025-09-26,New,Webcam,Electronics,48.0,46.0,46.0
513889,109721,2024-01-29,2007,1.0,10.0,Gateway,Completed,56.0,Ahvaz,2023-11-30,Regular,Headphones,Electronics,75.0,68.0,68.0
513890,105038,2025-05-29,2013,1.0,5.0,Cash,Completed,44.0,Tabriz,2024-02-15,Regular,Notebook,Stationery,7.0,7.0,7.0
513891,109630,2025-05-28,2008,2.0,5.0,CardToCard,Completed,38.0,Isfahan,2025-02-06,Regular,Phone Case,Accessories,14.0,27.0,27.0
513892,107113,2024-09-01,2014,1.0,5.0,Gateway,Returned,63.0,Karaj,2024-10-20,New,Backpack,Accessories,42.0,40.0,40.0
513893,103650,2024-10-05,2008,1.0,10.0,Gateway,Completed,53.0,Tabriz,2023-01-07,New,Phone Case,Accessories,14.0,13.0,13.0
513894,106975,2024-11-01,2015,5.0,10.0,CardToCard,Completed,32.0,Tehran,2024-12-06,New,Bluetooth Speaker,Electronics,58.0,261.0,261.0
513895,108088,2026-04-02,2007,3.0,5.0,Cash,Completed,62.0,Tehran,2024-05-05,Regular,Headphones,Electronics,75.0,214.0,214.0
513896,108911,2026-01-18,2018,2.0,5.0,Gateway,Completed,29.0,Tabriz,2024-04-29,New,Microphone,Electronics,85.0,162.0,162.0
513897,104187,2025-03-31,2002,4.0,0.0,Gateway,Completed,30.0,Karaj,2025-12-08,VIP,Mechanical Keyboard,Electronics,62.0,248.0,248.0
513898,101027,2026-05-15,2002,1.0,0.0,Gateway,Completed,21.0,Tehran,2025-08-11,Regular,Mechanical Keyboard,Electronics,62.0,62.0,62.0
513899,107000,2025-05-17,2018,1.0,0.0,Gateway,Completed,59.0,Tabriz,2024-08-30,VIP,Microphone,Electronics,85.0,85.0,85.0
513900,100436,2024-03-28,2016,1.0,10.0,Gateway,Completed,23.0,Tehran,2025-04-26,Regular,Monitor,Electronics,21.0,19.0,19.0
513901,105638,2025-02-24,2014,1.0,0.0,Gateway,Completed,38.0,Rasht,2024-05-03,Regular,Backpack,Accessories,42.0,42.0,42.0
513902,107131,2026-02-16,2013,1.0,10.0,Cash,Completed,33.0,Shiraz,2025-06-05,Regular,Notebook,Stationery,7.0,6.0,6.0
513903,105262,2025-07-26,2007,2.0,0.0,Wallet,Cancelled,21.0,Kerman,2024-09-01,New,Headphones,Electronics,75.0,150.0,150.0
513904,108215,2026-05-01,2003,1.0,0.0,CardToCard,Completed,20.0,Qom,2025-08-11,Regular,USB-C Cable,Accessories,9.0,9.0,9.0
